125  [Thread-1] DEBUG  Lab4.Bank  - Processing client #0
125  [Thread-1] DEBUG  Lab4.Cashier  - Processed operation of client #0 by cashier #4: Operation{from=Account{accountNumber=16, money=50}, to=Account{accountNumber=0, money=1}, money=1, status=OK}
125  [Thread-1] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=4}
124  [Thread-8] DEBUG  Lab4.Client  - New operation on client #7 Operation{from=Account{accountNumber=17, money=50}, to=Account{accountNumber=18, money=48}, money=1, status=PENDING}
126  [Thread-8] DEBUG  Lab4.Bank  - Processing client #7
126  [Thread-8] DEBUG  Lab4.Cashier  - Processed operation of client #7 by cashier #3: Operation{from=Account{accountNumber=17, money=49}, to=Account{accountNumber=18, money=49}, money=1, status=OK}
126  [Thread-8] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=3}
124  [Thread-5] DEBUG  Lab4.Bank  - Processing client #4
126  [Thread-5] DEBUG  Lab4.Cashier  - Processed operation of client #4 by cashier #8: Operation{from=Account{accountNumber=13, money=45}, to=Account{accountNumber=0, money=58}, money=4, status=OK}
126  [Thread-5] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=8}
125  [Thread-4] DEBUG  Lab4.Cashier  - Processed operation of client #3 by cashier #5: Operation{from=Account{accountNumber=3, money=0}, to=Account{accountNumber=11, money=48}, money=2, status=OK}
126  [Thread-4] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=5}
125  [Thread-9] DEBUG  Lab4.Cashier  - Processed operation of client #8 by cashier #6: Operation{from=Account{accountNumber=8, money=0}, to=Account{accountNumber=8, money=54}, money=1, status=OK}
126  [Thread-9] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=6}
124  [Thread-7] DEBUG  Lab4.Cashier  - Processed operation of client #6 by cashier #7: Operation{from=Account{accountNumber=1, money=50}, to=Account{accountNumber=5, money=50}, money=0, status=OK}
126  [Thread-7] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=7}
124  [Thread-10] DEBUG  Lab4.Cashier  - Processed operation of client #9 by cashier #0: Operation{from=Account{accountNumber=9, money=0}, to=Account{accountNumber=0, money=54}, money=4, status=OK}
126  [Thread-10] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=0}
124  [Thread-6] DEBUG  Lab4.Cashier  - Processed operation of client #5 by cashier #1: Operation{from=Account{accountNumber=3, money=50}, to=Account{accountNumber=2, money=53}, money=3, status=OK}
127  [Thread-6] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=1}
124  [Thread-2] DEBUG  Lab4.Client  - New operation on client #1 Operation{from=Account{accountNumber=12, money=50}, to=Account{accountNumber=13, money=49}, money=3, status=PENDING}
127  [Thread-2] DEBUG  Lab4.Bank  - Processing client #1
127  [Thread-2] DEBUG  Lab4.Cashier  - Processed operation of client #1 by cashier #9: Operation{from=Account{accountNumber=12, money=47}, to=Account{accountNumber=13, money=48}, money=3, status=OK}
127  [Thread-2] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=9}
210  [Obs thread] INFO   Lab4.BankObserver  - Result of bank checking = true
234  [Thread-3] DEBUG  Lab4.Client  - New operation on client #2 Operation{from=Account{accountNumber=18, money=49}, to=Account{accountNumber=2, money=0}, money=2, status=PENDING}
234  [Thread-3] DEBUG  Lab4.Bank  - Processing client #2
234  [Thread-3] DEBUG  Lab4.Cashier  - Processed operation of client #2 by cashier #2: Operation{from=Account{accountNumber=18, money=47}, to=Account{accountNumber=2, money=2}, money=2, status=OK}
234  [Thread-3] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=2}
234  [Thread-7] DEBUG  Lab4.Client  - New operation on client #6 Operation{from=Account{accountNumber=11, money=48}, to=Account{accountNumber=6, money=49}, money=4, status=PENDING}
234  [Thread-7] DEBUG  Lab4.Bank  - Processing client #6
234  [Thread-7] DEBUG  Lab4.Cashier  - Processed operation of client #6 by cashier #4: Operation{from=Account{accountNumber=11, money=44}, to=Account{accountNumber=6, money=53}, money=4, status=OK}
234  [Thread-7] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=4}
234  [Thread-10] DEBUG  Lab4.Client  - New operation on client #9 Operation{from=Account{accountNumber=6, money=53}, to=Account{accountNumber=8, money=54}, money=3, status=PENDING}
234  [Thread-10] DEBUG  Lab4.Bank  - Processing client #9
235  [Thread-10] DEBUG  Lab4.Cashier  - Processed operation of client #9 by cashier #3: Operation{from=Account{accountNumber=6, money=50}, to=Account{accountNumber=8, money=57}, money=3, status=OK}
235  [Thread-10] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=3}
235  [Thread-6] DEBUG  Lab4.Client  - New operation on client #5 Operation{from=Account{accountNumber=0, money=58}, to=Account{accountNumber=5, money=50}, money=4, status=PENDING}
235  [Thread-6] DEBUG  Lab4.Bank  - Processing client #5
235  [Thread-6] DEBUG  Lab4.Cashier  - Processed operation of client #5 by cashier #8: Operation{from=Account{accountNumber=0, money=54}, to=Account{accountNumber=5, money=54}, money=4, status=OK}
235  [Thread-6] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=8}
235  [Thread-2] DEBUG  Lab4.Client  - New operation on client #1 Operation{from=Account{accountNumber=9, money=50}, to=Account{accountNumber=1, money=0}, money=0, status=PENDING}
235  [Thread-2] DEBUG  Lab4.Bank  - Processing client #1
235  [Thread-2] DEBUG  Lab4.Cashier  - Processed operation of client #1 by cashier #5: Operation{from=Account{accountNumber=9, money=50}, to=Account{accountNumber=1, money=0}, money=0, status=OK}
235  [Thread-2] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=5}
236  [Thread-1] DEBUG  Lab4.Client  - New operation on client #0 Operation{from=Account{accountNumber=0, money=1}, to=Account{accountNumber=6, money=50}, money=1, status=PENDING}
236  [Thread-1] DEBUG  Lab4.Bank  - Processing client #0
236  [Thread-1] DEBUG  Lab4.Cashier  - Processed operation of client #0 by cashier #6: Operation{from=Account{accountNumber=0, money=0}, to=Account{accountNumber=6, money=51}, money=1, status=OK}
236  [Thread-1] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=6}
236  [Thread-8] DEBUG  Lab4.Client  - New operation on client #7 Operation{from=Account{accountNumber=9, money=50}, to=Account{accountNumber=7, money=0}, money=4, status=PENDING}
236  [Thread-8] DEBUG  Lab4.Bank  - Processing client #7
237  [Thread-8] DEBUG  Lab4.Cashier  - Processed operation of client #7 by cashier #7: Operation{from=Account{accountNumber=9, money=46}, to=Account{accountNumber=7, money=4}, money=4, status=OK}
237  [Thread-8] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=7}
237  [Thread-5] DEBUG  Lab4.Client  - New operation on client #4 Operation{from=Account{accountNumber=7, money=48}, to=Account{accountNumber=8, money=57}, money=4, status=PENDING}
237  [Thread-5] DEBUG  Lab4.Bank  - Processing client #4
237  [Thread-5] DEBUG  Lab4.Cashier  - Processed operation of client #4 by cashier #0: Operation{from=Account{accountNumber=7, money=44}, to=Account{accountNumber=8, money=61}, money=4, status=OK}
237  [Thread-5] DEBUG  Lab4.Bank  - Queued Cashier{cashierNumber=0}
237  [Thread-4] DEBUG  Lab4.Client  - New operation on client #3 Operation{from=Account{accountNumber=5, money=54}, to=Account{accountNumber=5, money=54}, money=3, status=PENDING}
237  [Thread-4] DEBUG  Lab4.Bank  - Processing client #3
237  [Thread-4] DEBUG  Lab4.Cashier  - Processed operation of client #3 by cashier #1: Operation{from=Account{accountNumber=5, money=54}, to=Account{accountNumber=5, money=54}, money=3, status=OK}
